"Excluded","Level","Term","est","se","ci.lb","ci.ub","QE","QM"
"10.1016/j.jembe.2016.09.008-LOC-A","study","dph",66.6058963149975,9.1430856997886,48.6854483434119,84.5263442865832,13844.7229718017,103.291930212316
"10.1016/j.jembe.2016.09.008-LOC-A","study","dt:dph",-5.51093759140108,3.66339984784219,-12.6912012931718,1.6693261103696,13844.7229718017,103.291930212316
"10.1016/j.jembe.2016.09.008-LOC-B","study","intrcpt",-4.16767352957913,4.03206337205062,-12.0705177387983,3.73517067964009,13838.6103417844,102.640540696795
"10.1016/j.jembe.2016.09.008-LOC-B","study","dt",-7.80292170200351,1.20704434025688,-10.168728608907,-5.43711479510002,13838.6103417844,102.640540696795
"10.1016/j.jembe.2016.09.008-LOC-B","study","dph",66.2840894465256,9.13754800065357,48.3744953652446,84.1936835278066,13838.6103417844,102.640540696795
"10.1016/j.jembe.2016.09.008-LOC-B","study","dt:dph",-5.41414853128944,3.66140481907835,-12.590501976683,1.76220491410412,13838.6103417844,102.640540696795
"10.1016/j.jembe.2016.09.008-LOC-C","study","intrcpt",-4.270740080809,4.03669526504627,-12.1826628002997,3.64118263868169,13831.9938692184,102.180343506852
"10.1016/j.jembe.2016.09.008-LOC-C","study","dt",-7.78365765668575,1.2082642569633,-10.1518556003338,-5.41545971303768,13831.9938692184,102.180343506852
"10.1016/j.jembe.2016.09.008-LOC-C","study","dph",66.178832226845,9.14678112283402,48.2511412260903,84.1065232275997,13831.9938692184,102.180343506852
"10.1016/j.jembe.2016.09.008-LOC-C","study","dt:dph",-5.37540232302222,3.66511848321278,-12.5590345501193,1.80822990407483,13831.9938692184,102.180343506852
"10.1016/j.jembe.2016.10.001","study","intrcpt",-4.09306501646774,4.02981044363513,-11.9914934859926,3.80536345305711,13833.3456619787,102.946073408203
"10.1016/j.jembe.2016.10.001","study","dt",-7.81998994453047,1.20730366392768,-10.1863051258287,-5.45367476323222,13833.3456619787,102.946073408203
"10.1016/j.jembe.2016.10.001","study","dph",66.475230481682,9.13943350747734,48.5619408070265,84.3885201563376,13833.3456619787,102.946073408203
"10.1016/j.jembe.2016.10.001","study","dt:dph",-5.46463833300188,3.66323566923936,-12.644580244711,1.71530357870726,13833.3456619787,102.946073408203
"10.1016/j.jembe.2016.10.002","study","intrcpt",-3.1713461121342,4.04751423587478,-11.1044740144488,4.76178179018037,13795.9935617399,107.556359259892
"10.1016/j.jembe.2016.10.002","study","dt",-8.07918569438561,1.20971172856728,-10.4502206823775,-5.70815070639374,13795.9935617399,107.556359259892
"10.1016/j.jembe.2016.10.002","study","dph",68.9552997666971,9.18220333567584,50.9581812287725,86.9524183046217,13795.9935617399,107.556359259892
"10.1016/j.jembe.2016.10.002","study","dt:dph",-5.99830100538894,3.66859569112285,-13.1887485599897,1.19214654921185,13795.9935617399,107.556359259892
"10.1016/j.jembe.2017.01.003-LOC-A","study","intrcpt",-3.81450757247767,4.0299013696105,-11.7131142569143,4.08409911195891,13847.4042098975,103.534507221405
"10.1016/j.jembe.2017.01.003-LOC-A","study","dt",-7.86282144317607,1.20699999728159,-10.228541437848,-5.49710144850415,13847.4042098975,103.534507221405
"10.1016/j.jembe.2017.01.003-LOC-A","study","dph",66.7046841400044,9.14296208018552,48.7844784628408,84.624889817168,13847.4042098975,103.534507221405
"10.1016/j.jembe.2017.01.003-LOC-A","study","dt:dph",-5.54028389724179,3.66245454776937,-12.7186948108697,1.63812701638618,13847.4042098975,103.534507221405
"10.1016/j.jembe.2017.01.003-LOC-B","study","intrcpt",-3.69154757789417,4.02451238336205,-11.5795918492838,4.19649669349545,13845.5185485931,103.894804049897
"10.1016/j.jembe.2017.01.003-LOC-B","study","dt",-7.87958964539716,1.20609387095861,-10.243533632476,-5.51564565831828,13845.5185485931,103.894804049897
"10.1016/j.jembe.2017.01.003-LOC-B","study","dph",66.8075777476464,9.136373229487,48.9002862178519,84.7148692774409,13845.5185485931,103.894804049897
"10.1016/j.jembe.2017.01.003-LOC-B","study","dt:dph",-5.57244472474274,3.66033314870858,-12.7466976962116,1.60180824672607,13845.5185485931,103.894804049897
"10.1016/j.jembe.2019.151225","study","intrcpt",-3.7093425038619,4.03062522555841,-11.6093679459564,4.1906829382326,13827.6373202878,103.25257558281
"10.1016/j.jembe.2019.151225","study","dt",-7.86398232309729,1.20771595585304,-10.2311055965692,-5.49685904962534,13827.6373202878,103.25257558281
"10.1016/j.jembe.2019.151225","study","dph",66.5273981571445,9.15013325501551,48.5931369773141,84.4616593369749,13827.6373202878,103.25257558281
"10.1016/j.jembe.2019.151225","study","dt:dph",-5.48606156135289,3.66515895485427,-12.6697731128673,1.69764999016149,13827.6373202878,103.25257558281
"10.1016/j.jembe.2020.151489","study","intrcpt",-3.79792632709694,3.98505462965309,-11.608633401217,4.01278074702311,13549.439033882,106.07502935075
"10.1016/j.jembe.2020.151489","study","dt",-7.86796666941793,1.18885412938201,-10.1981207630067,-5.53781257582919,13549.439033882,106.07502935075
"10.1016/j.jembe.2020.151489","study","dph",66.2425868861476,9.00051257757871,48.6015822340933,83.8835915382019,13549.439033882,106.07502935075
"10.1016/j.jembe.2020.151489","study","dt:dph",-5.50958255677707,3.60390152841387,-12.5732295524683,1.55406443891412,13549.439033882,106.07502935075
"10.1016/j.marenvres.2011.10.008","study","intrcpt",-3.99870227932367,4.01671168905655,-11.8714571898745,3.87405263122717,13847.8646892271,102.577470356575
"10.1016/j.marenvres.2011.10.008","study","dt",-7.81343137910731,1.20575928313881,-10.1767195740594,-5.45014318415524,13847.8646892271,102.577470356575
"10.1016/j.marenvres.2011.10.008","study","dph",66.0766648158666,9.14965675318688,48.1433375796203,84.0099920521128,13847.8646892271,102.577470356575
"10.1016/j.marenvres.2011.10.008","study","dt:dph",-5.36995165881819,3.66250441239059,-12.5484603071038,1.80855698946737,13847.8646892271,102.577470356575
"10.1016/j.marenvres.2013.10.010","study","intrcpt",-4.01280424226426,4.02608635409224,-11.903933496285,3.87832501175652,13848.0084852291,102.674977421236
"10.1016/j.marenvres.2013.10.010","study","dt",-7.81688123677548,1.20671812501336,-10.1820487618017,-5.4517137117493,13848.0084852291,102.674977421236
"10.1016/j.marenvres.2013.10.010","study","dph",66.1562268449711,9.1471634657114,48.2277864521767,84.0846672377654,13848.0084852291,102.674977421236
"10.1016/j.marenvres.2013.10.010","study","dt:dph",-5.38123569504868,3.66326437402753,-12.5612338681426,1.79876247804528,13848.0084852291,102.674977421236
"10.1016/j.marenvres.2015.05.004","study","intrcpt",-4.0669223397187,4.04289400068199,-11.9909945810554,3.85714990161801,13691.003970601,102.180592624142
"10.1016/j.marenvres.2015.05.004","study","dt",-7.89158158505092,1.21664693582684,-10.2762095792715,-5.50695359083031,13691.003970601,102.180592624142
"10.1016/j.marenvres.2015.05.004","study","dph",66.2869593013055,9.18209408492743,48.2900548948477,84.2838637077632,13691.003970601,102.180592624142
"10.1016/j.marenvres.2015.05.004","study","dt:dph",-5.37235814996337,3.68748050476549,-12.5998199393037,1.85510363937699,13691.003970601,102.180592624142
"10.1016/j.marenvres.2020.105107","study","intrcpt",-4.09951507023608,4.06335171410707,-12.0636844298859,3.86465428941378,13442.8770519338,100.808461767027
"10.1016/j.marenvres.2020.105107","study","dt",-7.76482600767269,1.2163307063832,-10.1488341921838,-5.38081782316162,13442.8770519338,100.808461767027
"10.1016/j.marenvres.2020.105107","study","dph",66.8130745474434,9.25370673661078,48.6758093436863,84.9503397512006,13442.8770519338,100.808461767027
"10.1016/j.marenvres.2020.105107","study","dt:dph",-5.46520230472617,3.68731155890243,-12.6923329601749,1.7619283507226,13442.8770519338,100.808461767027
"10.1016/j.marenvres.2023.106150","study","intrcpt",-4.0266101767761,4.02057598154314,-11.9069391006006,3.85371874704845,13822.6396190578,103.291775018352
"10.1016/j.marenvres.2023.106150","study","dt",-7.82987359533707,1.20557504873822,-10.192800690864,-5.46694649981016,13822.6396190578,103.291775018352
"10.1016/j.marenvres.2023.106150","study","dph",66.4961833472687,9.12980638467169,48.6017628333122,84.3906038612252,13822.6396190578,103.291775018352
"10.1016/j.marenvres.2023.106150","study","dt:dph",-5.47627838838608,3.6589652963268,-12.6478503691866,1.69529359241444,13822.6396190578,103.291775018352
